,0
882,3
883,3
884,3
885,5
886,5
887,5
888,5
889,0
890,0
891,0
892,0
893,0
894,0
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,6
906,6
907,6
908,6
909,6
910,5
911,5
912,5
913,3
914,3
915,3
916,3
917,3
918,3
919,3
920,3
921,3
922,3
923,3
924,3
925,4
926,4
927,4
928,4
929,4
930,4
931,4
932,4
933,4
934,4
935,3
936,3
937,3
938,3
939,3
940,3
941,3
942,3
943,3
944,3
945,3
946,3
947,3
948,3
949,3
950,3
951,3
952,4
953,4
954,4
955,4
956,4
957,4
958,4
959,4
960,4
961,4
962,0
963,0
964,3
965,3
966,3
967,4
968,4
969,4
970,4
971,4
972,4
973,4
974,4
975,4
976,4
977,4
978,4
979,4
980,4
981,4
982,4
983,4
984,4
985,5
986,5
987,5
988,0
989,0
990,0
991,0
992,0
993,0
994,0
995,0
996,0
997,0
998,0
999,0
1000,0
1001,2
1002,0
1003,0
1004,0
1005,0
1006,0
1007,0
1008,0
1009,0
1010,1
1011,1
1012,1
1013,1
1014,0
1015,0
1016,1
1017,1
1018,1
1019,1
1020,6
1021,6
1022,6
1023,6
1024,6
1025,6
1026,6
1027,5
1028,5
1029,5
1030,5
1031,4
1032,3
1033,3
1034,3
1035,1
1036,1
1037,1
1038,1
1039,0
1040,0
1041,0
1042,0
1043,0
1044,0
1045,0
1046,0
1047,0
1048,0
1049,1
1050,1
1051,1
1052,1
1053,1
1054,2
1055,3
1056,3
1057,5
1058,5
1059,5
1060,6
1061,6
1062,6
1063,6
1064,6
1065,6
1066,6
1067,6
1068,5
1069,5
1070,5
1071,5
1072,3
1073,3
1074,3
1075,2
1076,2
1077,1
1078,1
1079,1
1080,1
1081,0
1082,0
1083,0
1084,0
1085,0
1086,0
1087,0
1088,0
1089,0
1090,0
1091,0
1092,1
1093,1
1094,1
1095,1
1096,1
1097,2
1098,2
1099,2
1100,2
1101,2
1102,2
1103,2
1104,2
1105,2
1106,2
1107,2
1108,2
1109,2
1110,2
1111,2
1112,1
1113,1
1114,1
1115,1
1116,1
1117,1
1118,1
1119,1
1120,1
1121,1
1122,1
1123,2
1124,2
1125,2
1126,2
1127,2
1128,2
1129,2
1130,2
1131,2
1132,2
1133,2
1134,2
1135,2
1136,2
1137,2
1138,2
1139,2
1140,2
1141,2
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,1
1153,1
1154,1
1155,2
1156,2
1157,2
1158,2
1159,2
1160,3
1161,3
1162,3
1163,5
1164,5
1165,6
1166,7
1167,7
1168,7
1169,7
1170,3
1171,3
1172,3
1173,3
1174,3
1175,3
1176,7
1177,7
1178,7
1179,7
1180,7
1181,6
1182,6
1183,5
1184,5
1185,5
1186,5
1187,3
1188,3
1189,2
1190,2
1191,2
1192,1
1193,1
1194,1
1195,1
1196,1
1197,1
1198,1
1199,1
1200,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1213,1
1214,1
1215,1
1216,1
1217,1
1218,1
1219,1
1220,2
1221,2
1222,2
1223,2
1224,2
1225,2
1226,2
1227,2
1228,3
1229,2
1230,2
1231,2
1232,2
1233,2
1234,1
1235,1
1236,1
1237,1
1238,1
1239,1
1240,0
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,1
1248,1
1249,1
1250,2
1251,2
1252,3
1253,3
1254,3
1255,2
1256,2
1257,2
1258,2
1259,2
1260,3
1261,3
1262,2
1263,2
1264,2
1265,2
1266,1
1267,1
1268,1
1269,0
1270,0
1271,3
1272,3
1273,0
1274,0
1275,0
1276,0
1277,0
1278,3
1279,0
1280,0
1281,0
1282,1
1283,1
1284,1
1285,0
1286,0
1287,1
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,0
1297,0
1298,0
1299,0
1300,0
1301,0
1302,0
1303,1
1304,1
1305,1
1306,1
1307,1
1308,1
1309,2
1310,2
1311,2
1312,2
1313,2
1314,2
1315,2
1316,2
1317,2
1318,2
1319,2
1320,1
1321,1
1322,1
1323,1
1324,1
1325,1
1326,1
1327,1
1328,2
1329,2
1330,2
1331,2
1332,3
1333,3
1334,3
1335,5
1336,5
1337,5
1338,5
1339,5
1340,5
1341,5
1342,5
1343,5
1344,5
1345,5
1346,5
1347,5
1348,5
1349,3
1350,3
1351,3
1352,3
1353,3
1354,2
1355,2
1356,3
1357,2
1358,2
1359,3
1360,3
1361,3
1362,2
1363,2
1364,2
1365,2
1366,2
1367,2
1368,2
1369,2
1370,2
1371,2
1372,2
1373,1
1374,1
1375,1
1376,1
1377,1
1378,1
1379,1
1380,0
1381,0
1382,0
1383,0
1384,0
1385,0
1386,0
1387,0
1388,0
1389,0
1390,0
1391,0
1392,0
1393,0
1394,3
1395,3
1396,3
1397,3
1398,3
1399,3
1400,3
1401,3
1402,3
1403,3
1404,3
1405,3
1406,3
1407,3
1408,3
1409,3
1410,3
1411,3
1412,3
1413,3
1414,3
1415,3
1416,3
1417,3
1418,3
1419,3
1420,3
1421,3
1422,3
1423,3
1424,3
1425,3
1426,3
1427,3
1428,3
1429,3
1430,3
1431,3
1432,3
1433,3
1434,3
1435,3
1436,3
1437,0
1438,0
1439,0
1440,0
1441,0
1442,0
1443,0
1444,1
1445,1
1446,1
1447,1
1448,2
1449,2
1450,2
1451,2
1452,2
1453,2
1454,2
1455,3
1456,3
1457,4
1458,4
1459,4
1460,4
1461,4
1462,4
1463,3
1464,3
1465,2
1466,2
1467,2
1468,2
1469,1
1470,1
1471,1
1472,1
1473,1
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,3
1484,0
1485,0
1486,0
1487,0
1488,0
1489,0
1490,0
1491,0
1492,0
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,0
1500,0
1501,0
1502,0
1503,0
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,1
1519,1
1520,1
1521,1
1522,1
1523,1
1524,0
1525,0
1526,0
1527,0
1528,0
1529,0
1530,0
1531,0
1532,0
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,0
1541,0
1542,1
1543,1
1544,1
1545,2
1546,2
1547,2
1548,2
1549,2
1550,3
1551,3
1552,3
1553,3
1554,3
1555,3
1556,3
1557,3
1558,3
1559,2
1560,2
1561,2
1562,1
1563,1
1564,1
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,0
1572,0
1573,1
1574,1
1575,1
1576,1
1577,1
1578,1
1579,1
1580,1
1581,1
1582,1
1583,1
1584,1
1585,1
1586,1
1587,1
1588,1
1589,0
1590,0
1591,0
1592,0
1593,0
1594,1
1595,1
1596,1
1597,2
1598,2
1599,2
1600,2
1601,4
1602,5
1603,5
1604,5
1605,5
1606,5
1607,6
1608,6
1609,6
1610,6
1611,6
1612,6
1613,3
1614,3
1615,6
1616,6
1617,6
1618,6
1619,6
1620,6
1621,6
1622,6
1623,7
1624,7
1625,7
1626,7
1627,7
1628,7
1629,7
1630,7
1631,7
1632,7
1633,7
1634,7
1635,7
1636,7
1637,7
1638,7
1639,7
1640,7
1641,7
1642,7
1643,7
1644,7
1645,6
1646,6
1647,6
1648,6
1649,6
1650,5
1651,5
1652,5
1653,5
1654,5
1655,5
1656,5
1657,5
1658,5
1659,5
1660,6
1661,6
1662,6
1663,6
1664,6
1665,6
1666,6
1667,6
1668,6
1669,6
1670,6
1671,6
1672,6
1673,6
1674,6
1675,6
1676,5
1677,5
1678,5
1679,5
1680,5
1681,3
1682,3
1683,3
1684,2
1685,2
1686,2
1687,1
1688,1
1689,1
1690,1
1691,0
1692,0
1693,0
1694,0
1695,1
1696,1
1697,1
1698,1
1699,1
1700,3
1701,5
1702,5
1703,6
1704,6
1705,6
1706,6
1707,6
1708,6
1709,6
1710,6
1711,6
1712,6
1713,5
1714,5
1715,5
1716,5
1717,5
1718,5
1719,4
1720,4
1721,4
1722,3
1723,3
1724,4
1725,4
1726,4
1727,3
1728,3
1729,2
1730,2
1731,2
1732,2
1733,2
1734,2
1735,2
1736,1
1737,2
1738,2
1739,2
1740,2
1741,3
1742,3
1743,3
1744,5
1745,5
1746,5
1747,5
1748,5
1749,5
1750,5
1751,5
1752,5
1753,3
1754,3
1755,3
1756,3
1757,2
1758,2
1759,2
1760,2
1761,2
1762,2
1763,3
1764,3
1765,3
1766,3
1767,3
1768,3
1769,3
1770,3
1771,3
1772,3
1773,3
1774,3
1775,2
1776,2
1777,2
1778,2
1779,1
1780,1
1781,1
1782,2
1783,3
1784,3
1785,3
1786,4
1787,5
1788,5
1789,5
1790,6
1791,6
1792,6
1793,6
1794,6
1795,5
1796,5
1797,4
1798,4
1799,4
1800,5
1801,5
1802,5
1803,6
1804,6
1805,6
1806,5
1807,5
1808,5
1809,5
1810,5
1811,5
1812,3
1813,3
1814,3
1815,2
1816,2
1817,2
1818,2
1819,2
1820,2
1821,2
1822,2
1823,3
1824,3
1825,4
1826,5
1827,5
1828,5
1829,5
1830,5
1831,6
1832,6
1833,6
1834,6
1835,6
1836,6
1837,6
1838,5
1839,5
1840,5
1841,4
1842,4
1843,4
1844,3
1845,3
1846,3
1847,3
1848,3
1849,4
1850,4
1851,4
1852,5
1853,5
1854,5
1855,5
1856,3
1857,3
1858,3
1859,5
1860,5
1861,5
1862,5
1863,4
1864,4
1865,4
1866,4
1867,4
1868,5
1869,5
1870,4
1871,4
1872,4
1873,3
1874,3
1875,3
1876,3
1877,3
1878,3
1879,3
1880,3
1881,3
1882,2
1883,2
1884,2
1885,2
1886,2
1887,2
1888,1
1889,1
1890,1
1891,0
1892,3
1893,3
1894,3
1895,3
1896,2
1897,2
1898,2
1899,3
1900,3
1901,3
1902,3
1903,3
1904,3
1905,1
1906,1
1907,3
1908,3
1909,3
1910,3
1911,3
1912,3
1913,3
1914,3
1915,3
1916,3
1917,3
1918,3
1919,3
1920,3
1921,3
1922,3
1923,3
1924,3
1925,3
1926,3
1927,3
1928,3
1929,3
1930,3
1931,3
1932,3
1933,3
1934,3
1935,3
1936,3
1937,3
1938,1
1939,1
1940,1
1941,1
1942,1
1943,1
1944,1
1945,2
1946,2
1947,0
1948,3
1949,3
1950,3
1951,3
1952,3
1953,3
1954,3
1955,3
1956,3
1957,3
1958,3
1959,3
1960,3
1961,3
1962,3
1963,3
1964,3
1965,3
1966,3
1967,3
1968,3
1969,3
1970,3
1971,3
1972,3
1973,3
1974,3
1975,3
1976,3
1977,3
1978,3
1979,3
1980,3
1981,3
1982,3
1983,3
1984,3
1985,3
1986,3
1987,3
1988,3
1989,3
1990,3
1991,3
1992,3
1993,3
1994,3
1995,3
1996,3
1997,3
1998,3
1999,3
2000,3
2001,3
2002,3
2003,3
2004,3
2005,3
2006,3
2007,3
2008,3
2009,3
